category_id
5651
1136
158
3341
156
157
14865
2654
15145
12075
12285
2660
15172
8840
2684
2663
15025
3185
14995
14980
14430
21638
5753
5837
6695
461
5843
4535
2825
2282
12000
4055
3497
11312
5756
15507
1919
80
3344
3500
21453
21783
6212
21949
1481
6758
9142
5789
2018
4955
14645
6749
14680
4964
17982
14635
4970
9328
4961
4952
9928
14685
14655
9325
5669
4985
21778
4967
14640
10827
7259
141
16047
21663
5987
16017
21683
3551
17576
21143
17586
17591
17601
3098
14275
14270
3161
3104
21563
11810
21503
11830
21508
11840
14215
11805
14280
3215
11845
21333
14230
14265
7856
5102
5099
7874
7877
3662
17756
20698
7955
6047
6044
9160
6710
7871
5129
3320
9094
3317
1229
11880
7943
11302
10316
6053
13937
5741
18626
20244
4547
17686
14440
21733
5849
8198
4583
17751
10057
10836
4589
4544
3374
20344
8207
8963
17501
8204
10015
8219
22439
18322
21128
2300
2594
2303
5993
511
20768
101
4202
9922
21403
21443
2294
2597
2588
10092
4718
21428
162
21418
21408
13660
21433
21423
8384
10069
10866
4757
3407
971
10901
10296
872
20618
5642
7964
857
9175
4391
17997
7892
16779
8186
5192
1463
854
4103
8717
10075
9349
7769
7853
7847
863
860
845
7895
8543
17165
11317
10063
3359
4100
12245
3362
3365
4145
4106
12255
12240
20643
20578
3740
15050
4742
3653
7925
10072
3746
3428
4775
7862
3731
3728
4190
3461
7757
3737
3452
3620
67
5765
313
5237
21538
312
68
107
160
20713
315
8966
16062
12470
269
268
4049
13670
21543
58
13720
13205
21548
13240
9331
12485
13200
13265
13245
59
13195
56
13215
13260
13190
98
13255
13210
13250
13235
13225
267
71
13855
18386
50
13870
5564
62
49
298
74
1907
8180
22188
8027
3611
13865
57
10045
69
13860
20738
319
11990
150
8666
5042
5228
3566
3563
5177
11610
13740
5222
17857
4154
10661
396
309
4148
462
3488
3560
2609
310
21043
504
3569
6080
4169
3641
13730
85
13735
11650
117
8837
122
159
11575
8954
11580
11590
115
463
17867
4442
4484
9166
352
353
11860
3221
3203
369
10502
10508
11865
21038
15762
12140
15842
15802
22004
15747
11875
20438
15767
11870
15837
15832
15772
22014
15827
15787
15812
12550
17781
15782
22019
15817
15807
15857
22024
15757
15792
22163
15752
21879
393
163
20873
5654
553
1103
3257
8987
7814
4214
20888
3284
1334
3671
3304
22421
392
20883
562
1472
1325
1310
11625
4061
4067
9886
1469
3293
4064
1337
386
20878
19141
21924
20893
3287
20898
20658
8714
4070
7775
21939
20868
2771
2777
527
3572
526
3437
550
165
182
22153
177
145
5762
18371
559
19151
172
510
20548
4727
166
21874
178
170
509
20428
5777
168
12520
21138
20543
149
818
20773
20718
7865
175
167
164
523
2768
2723
1289
179
180
22311
9011
980
2774
21133
522
5639
15647
11068
15722
3143
15687
14780
438
1475
15502
15922
15717
15497
21867
11116
3512
15467
15887
15472
15307
15422
15612
14765
15402
15622
9032
14740
15357
15527
12715
15332
15312
2735
15652
15662
15492
20041
20364
15477
15872
442
15482
15607
15120
15437
15587
15557
15135
14760
15592
536
14795
15187
688
15367
14730
14910
15090
14850
2759
15125
14905
15252
14815
16297
15100
15582
10712
15337
15352
12440
15322
13490
21743
15597
15577
15317
12010
8399
15292
21989
21388
2630
21343
2702
10669
21373
12105
15152
10340
3434
10337
10334
440
